sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,no_sale_com,no_sale_prod,onix_annoucement_date,onix_availabilitycode,onix_browse_inside,onix_category,onix_contributors_key,onix_contributors_list,onix_contributor_author,onix_contributor_editor,onix_contributor_forwardby,onix_contributor_inhouseeditor,onix_contributor_translator,onix_ean13,onix_ebook_amazon,onix_ebook_apple,onix_ebook_google,onix_ebook_kobo,onix_ebook_nook,onix_format,onix_format_description,onix_height,onix_illustrations,onix_imprint,onix_news_reviews,onix_numberofpages,onix_onsaledate,onix_oos_message,onix_packquantity,onix_product_family,onix_publicationdate,onix_raw_availabilitycode,onix_sortdate,onix_sorttitle,onix_subtitle,onix_suppliername,onix_width,options_container,package_id,page_layout,price,required_options,roost_free_projects,shambhala_extras,shambhala_product_message,sham_topic,shipping_qty,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,subtitle,sub_title,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,volume_weight,weight,zen_about_artist,zen_artist_firstname,zen_artist_lastname,zen_artist_life,zen_dimensions,zen_display_description,zen_forsale,zen_purchase_ref,zen_scroll_notes,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Books/Buddhism/Dalai Lama,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590308554_1_1.png,,2,0
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611801149,,Default,downloadable,Books,Shambhala Catalog,base,,,,2013-03-06 13:06:25,,,,,"<p>We speak of enlightenment on the spiritual path. But how do we reconcile the idea of enlightenment with what we see in the mirror&mdash;when insecurities, doubts, and self-centered tendencies arise in our minds? Dzigar Kongtr&uuml;l suggests that these experiences are not a problem if we simply let them arise without judging them. And this approach is what he calls self-reflection. </p> <p>Self-reflection is a practice, a path, and an attitude. It is the spirit of taking an interest in that which we usually try to push away. Self-reflection is the common thread that runs through all traditions of Buddhist practice. And it breathes life into our practice, protecting it from becoming just another ordinary activity. </p> <p><em>It's Up to You </em>is read by the best-selling author Pema Ch&ouml;dr&ouml;n. As a student of Dzigar Kongtr&uuml;l, Pema Ch&ouml;dr&ouml;n's connection to these teachings shines through as she delivers a heartfelt and powerful reading of a book that has inspired her own life. </p> <p>3 &frac12; hours, unabridged. </p>",,,1,/9/7/9781611801149_1_1.png,,,,,,,,,Use config,Use config,It's Up to You,,,,No,,Available,,,Kongtrul|Chödrön|,"<dt>By</dt><dd>Dzigar Kongtrul</dd>
<dt>Read by</dt><dd>Pema Chödrön</dd>
",<li>Dzigar Kongtrul</li>,,,,,9781611801149,,,,,,MP3,AJ,,,Shambhala Audio,,0,10/01/2006,OUT OF STOCK: Available for back-order.,,1559,,IP,20061001,It's Up to You,The Practice of Self-Reflection on the Buddhist Path,"Random House, Inc.",,Block after Info Column,,,16.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/It's%20Up%20to%20You%20sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,2,/9/7/9781611801149_2.png,,2015-07-13 00:18:31,it-s-up-to-you,it-s-up-to-you-2998.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611801149_1_1.png,,1,0
,,,,Formats/Audiobooks,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611801149_2.png,,2,0
,,,,Authors/G-N/Dzigar Kongtrul,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781590308578,,Default,downloadable,Books,Shambhala Catalog,base,,,,2013-03-06 13:20:16,,,,,"<p>A new generation of business leaders is turning to mindfulness as a cutting-edge leadership tool. Scientific research suggests that the practice of mindfulness (a technique for learning to live in the present moment) can help individuals to gain clarity, reduce stress, optimize performance, and develop a greater sense of well-being.    <br /> </p> <p>In <em>The Mindful Leader</em>, Michael Carroll explains what mindfulness is and how to develop it in the hectic and often stressful environment of the twenty-first century workplace. He focuses on ten key principles of mindfulness and how they apply to leading groups and organizations. Using engaging stories and practical exercises, he addresses how to:   <br /> </p> <ul>   <li>   <p>heal the &ldquo;toxic workplace,&rdquo; where anxiety and stress impede performance   </p></li>   <li>   <p>cultivate courage and confidence in the face of workplace difficulties   </p></li>   <li>   <p>pursue organizational goals without neglecting what&rsquo;s happening here and now   </p></li>   <li>   <p>lead with wisdom and gentleness, not just with ambition and power   </p></li>   <li>   <p>start a personal meditation practice to develop your innate leadership talents   </p></li> </ul> <p>5 hours, abridged. </p>",,,1,/9/7/9781590308578_1_1.png,,,,,,,,,Use config,Use config,The Mindful Leader,,,,No,,Available,,,Carroll|Carroll|,"<dt>By</dt><dd>Michael Carroll</dd>
<dt>Read by</dt><dd>Michael Carroll</dd>
",<li>Michael Carroll</li>,,,,,9781590308578,,,,,,MP3,AJ,,,Shambhala Audio,"<p>&quot;While most business books focus on how readers can do more, better and faster, this welcome addition to the category is about taking a moment to pause and reflect. Carroll, a Buddhist-trained HR executive with many years of experience in both the corporate and Zen worlds, emphasizes the renewal and perspective that can result from taking some time out. By the end, stressed-out executives may be willing to read about how to give meditation a try as a way to reconnect with themselves and become more open to their colleagues.&quot;&#8212;<i>Publishers Weekly</i> </p><p>   &quot;This book could save your organization, your career, and your life!&quot;&#8212;Richard Boyatzis, coauthor of <i>Primal Leadership </i>and <i>Resonant Leadership</i></p>",0,10/09/2007,OUT OF STOCK: Available for back-order.,,1115,,IP,20071009,Mindful Leader,Ten Principles for Bringing Out the Best in Ourselves and Others,"Random House, Inc.",,Block after Info Column,,,24.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/The%20Mindful%20Leader.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,2,/9/7/9781590308578_2.png,,2014-05-01 17:28:20,the-mindful-leader,the-mindful-leader-2999.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781590308578_1_1.png,,1,0
,,,,Formats/Audiobooks,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590308578_2.png,,2,0
,,,,Authors/A-F/Michael Carroll,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781590308585,,Default,downloadable,Books,Shambhala Catalog,base,,,,2013-03-06 13:31:55,,,,,"<p>Why is it that love is so great and powerful, and yet our relationships are so difficult and challenging? If love is the source of happiness and joy, why is it so hard to open to it fully? While most of us have moments of loving freely and openly, it is often hard to sustain this where it matters most&mdash;in our intimate relationships. In a weekend workshop inspired by his award-winning book <em>Perfect Love, Imperfect Relationships,</em> John Welwood addresses these questions and leads us through transformative exercises to overcome the fundamental obstacles that keep us from experiencing love&rsquo;s full flowering in our lives. Through participating in these exercises, as well as listening to Welwood&rsquo;s powerful teachings and the audience&rsquo;s moving responses, we discover how to: </p> <ul style=""margin-top: 0in;"" type=""disc"">   <li style=""margin-top: 5pt; margin-bottom: 5pt;"">   <p>Free ourselves from the deep-seated belief that we are not intrinsically loveable just as we are.   </p></li> </ul> <ul style=""margin-top: 0in;"" type=""disc"">   <li style=""margin-top: 5pt; margin-bottom: 5pt;"">   <p>Work creatively with the tension between love&rsquo;s inherent perfection and relationship&rsquo;s inevitable imperfection.    </p></li>   <li style=""margin-top: 5pt; margin-bottom: 5pt;"">   <p>Understand and release grievances we hold against others for not loving us better&mdash;and against ourselves for not being better loved.   </p></li>   <li style=""margin-top: 5pt; margin-bottom: 5pt;"">   <p>Recognize and gain access to the absolute love that is always available to us.     <br />   </p></li> </ul> <p>4 &frac12; hours  </p> <p> </p>",,,1,/9/7/9781590308585_4.png,,,,,,,,,Use config,Use config,"Perfect Love, Imperfect Relationships",,,,No,,Available,,,Welwood|Welwood|,"<dt>Read by</dt><dd>John Welwood</dd>
<dt>By</dt><dd>John Welwood</dd>
",<li>John Welwood</li>,,,,,9781590308585,,,,,,MP3,AJ,,,Shambhala Audio,"<p> &quot;<i>Perfect Love, Imperfect Relationships</i> offers both grand theories and useful practices for learning how to receive love as well as give it.&quot;&#8212;<i>Body &amp; Soul</i>   </p><p>&quot;Welwood skillfully identifies the fundamental obstacle in relationships and offers a clear, attainable, and transformative solution.&quot; &#8212;Harville Hendrix, coauthor of <i>Receiving Love</i> and <i>Getting the Love You Want</i></p><p> &quot;Welwood is one of the most brilliant and important teachers of our time.&quot;&#8212;Debbie Ford, author of <i>The Best Year of Your Life</i></p>",0,03/27/2007,OUT OF STOCK: Available for back-order.,,968,,IP,20070327,"Perfect Love, Imperfect Relationships",A Workshop on Healing the Wound of the Heart,"Random House, Inc.",,Block after Info Column,,,24.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Perfect%20Love,%20Imperfect%20Relationships.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,2,/9/7/9781590308585_3.png,,2014-05-01 17:50:45,perfect-love-imperfect-relationships,perfect-love-imperfect-relationships-3000.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781590308585_3.png,,3,0
,,,,Formats/Audiobooks,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781590308585_4.png,,4,0
,,,,Authors/U-Z/John Welwood,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611801408,,Default,downloadable,Books/Psychology & Personal Growth/David Richo,Shambhala Catalog,base,,,,2013-03-13 13:25:19,,,,,"<p>&ldquo;Most people think of love as a feeling,&rdquo; says David Richo, &ldquo;but love is not so much a feeling as a way of being present.&rdquo; Drawing on the Buddhist concept of mindfulness, Richo offers a fresh perspective on love and relationships that focuses not on finding an ideal mate but on becoming a more loving and realistic person. Here, he explores five hallmarks of mindful loving and how they play a key role in our relationships throughout life:     <ol>   <li><i>Attention</i> to the present moment; observing, listening, and noticing all the feelings at play in our relationships</li>   <li><i>Acceptance</i> of ourselves and others just as we are   <br></li>   <li><i>Appreciation</i> of all our gifts, our limits, our longings, and our poignant human predicament   <br></li>   <li><i>Affection</i> shown through holding and touching in respectful ways</li>   <li><i>Allowing</i> life and love to be just as they are, with all their ecstasy and ache, without trying to take control   <br></li> </ol>     </p><p> When deeply understood and applied, these five simple concepts&mdash;what Richo calls the five A&rsquo;s&mdash;form the basis of mature love. They help us to move away from judgment, fear, and blame to a position of openness, compassion, and realism about life and relationships. By giving and receiving these five A&rsquo;s, relationships become deeper and more meaningful, and they become a ground for personal transformation.  </p><p>9 hours. Unabridged.</p>",,,1,/9/7/9781611800463_1_1.png,,,,,,,,,Use config,Use config,How to Be an Adult in Relationships,,,,No,,Available,,SELF-HELP / Personal Growth / General,Richo|,"<dt>By</dt><dd>David Richo</dd>
",<li>David Richo</li>,,,,,9781611801408,,,,,,MP3,,,,Shambhala Audio,"<p>&quot;An inspiring and highly practical guide to effective relationships. &quot;&mdash;Kathlyn Hendricks, coauthor of <i>Conscious Loving</i> and <i>The Conscious Heart</i></p>",,04/09/2013,OUT OF STOCK: Available for back-order.,,1396,,20,20130409,How to Be an Adult in Relationships,The Five Keys to Mindful Loving,,,Block after Info Column,,,34.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/How%20to%20Be%20an%20Adult%20in%20Relationships%20sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781611800463-2_2__1.png,,2016-09-02 16:30:19,how-to-be-an-adult-in-relationships,how-to-be-an-adult-in-relationships-3007.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611800463_1_1.png,,1,0
,,,,Formats/Audiobooks,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611800463-2_2__1.png,,2,0
,,,,Authors/O-T/David Richo,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611801200,,Default,downloadable,Formats/Audiobooks,Shambhala Catalog,base,,,,2013-03-27 01:09:07,,,,,"<p>The best-selling author of <em>The Healing Power of Mind </em>presents Tibetan Buddhist instructions for transforming negative thoughts and feelings into loving-kindness toward all beings. Tulku Thondup instructs that by bringing to mind images and thoughts of Avalokitesvara, the Buddhist deity of loving-kindness, we can connect from the heart with the Buddha's example. According to Tulku Thondup, when we awaken loving-kindness through this practice, our outlook on life fundamentally changes and we ourselves can become a source of joy and inspiration to others. </p> <p>On the first CD, Tulku Thondup describes the benefits of loving-kindness and offers guidance on how to practice the meditations. On the second and third CDs, he leads guided meditations for invoking and sharing the blessings of the Buddha of Loving-Kindness. In the book, Tulku Thondup offers teachings on the Buddhist view of loving-kindness and philosophy behind Tibetan Buddhist visualization and prayer practices. The package also includes a full-color illustration of Avalokitesvara, the Buddha of Loving-Kindness, for help with the visualization. </p> <p>3 CDs, 3 hours. </p>",,,0,no_selection,,,,,,,,,Use config,Use config,The Healing Power of Loving-Kindness,,,,No,,Available,,,Thondup|,"<dt>By</dt><dd>Tulku Thondup</dd>
",<li>Tulku Thondup</li>,,,,,9781611801200,,,,,,MP3,AJ,,,Shambhala Publications,,,04/14/2009,OUT OF STOCK: Available for back-order.,,814,,IP,20090414,Healing Power of Loving-Kindness,A Guided Buddhist Meditation (Downloadable Audio),"Random House, Inc.",,Block after Info Column,,,14.95,0,,,,,,,no_selection,,,,,2,,,2,no_selection,,2013-06-26 20:07:22,the-healing-power-of-loving-kindness,the-healing-power-of-loving-kindness-3015.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Authors/O-T/Tulku Thondup,Shambhala Catalog,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611801248,,Default,downloadable,Formats/Audiobooks/MP3s,Shambhala Catalog,base,,,,2013-04-04 00:56:51,,,,,"<p>Our &ldquo;shadow&rdquo; side comes to the surface in relationships more than anywhere else. The good news is that when we recognize and understand that we can work with our tendency to project our shadow onto those with whom we&rsquo;re in relationship, we can release ourselves from the habit to hurt or control one another, and we can tame our retaliatory impulses. Using Buddhist-inspired mindfulness techniques and practices for cultivating loving-kindness, David Richo shows us how we can become skilled at noticing our projections onto others and we can learn to withdraw them. We can grow from that process, discovering the wisdom of our shadow side that is hidden even to ourselves. By befriending and embracing the shadow, we can discover the gifts we might not otherwise have dared to recognize or share.  </p><p>This audio recording of a live workshop led by David Richo was recorded at Spirit Rock Meditation Center. The workshop was based on Richo&rsquo;s book <i>Shadow Dance</i>.  </p><p>3 &frac12; hours</p>",,,1,/9/7/9781611800470_5.png,,,,,,,,,Use config,Use config,Embracing the Shadow,,,,No,12/24/2012,Available,,SELF-HELP / Personal Growth / Happiness,Richo|,"<dt>By</dt><dd>David Richo</dd>
",<li>David Richo</li>,,,,,9781611801248,,,,,,MP3,,,,Shambhala Publications,,,02/12/2013,OUT OF STOCK: Available for back-order.,,2663,12/24/2012,20,20121224,Embracing the Shadow,Discovering the Hidden Riches in Our Relationships,,,Block after Info Column,,,16.95,0,,,,,,,no_selection,,,,,1,,,5,/9/7/9781611800470-2_2__3.png,,2016-10-21 16:30:11,embracing-the-shadow,embracing-the-shadow-3053.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611800470_5.png,,4,0
9781611801965,,Default,downloadable,Books,Shambhala Catalog,base,,,,2013-10-03 00:15:48,,,,,"<p>Compassion is a skill. You can learn it here and now, and the benefits are vast. In this recorded retreat, Pema Ch&ouml;dr&ouml;n shows you how&mdash;using a text that is very close to her heart: the Buddhist classic known as <i>The Way of the Bodhisattva</i>. Here she focuses on its primary subject, the enlightened heart and mind (bodhichitta), showing us how this awakened state, which often seems infinitely far out of our grasp, is always available to us right where we are. By nurturing a compassionate attitude in our hearts, we can naturally become more open and present to others and free in our lives, even amidst life&rsquo;s adversities and fears. And little by little, through practice and commitment, we can become empowered to reach out beyond ourselves and heal the abundant suffering of the world.</p><p>Over the course of the retreat, Pema presents all the essentials for training the compassionate mind, including:<ul><br><li>How to get started: Learn to orient yourself on the path by setting the right intention</li><br><li>Ways to overcome your obstacles: Teachings for rising above fear and increasing your confidence</li><br><li>Advice for the road ahead: Numerous stories and anecdotes from Pema Ch&ouml;dr&ouml;n&rsquo;s personal experience of practicing the teachings in contemporary life</li><br></ul><br>4 hours.</p>",,,1,/9/7/9781611801613_1.png,,,,,,,,,Use config,Use config,Giving Our Best,,,,No,,Available,,RELIGION / Buddhism / Tibetan,Chodron|Chödrön|,"<dt>By</dt><dd>Pema Chodron</dd>
<dt>By</dt><dd>Pema Chödrön</dd>
",<li>Pema Chodron</li><li>Pema Chödrön</li>,,,,,9781611801965,,,,,,MP3,,,,Shambhala Audio,"<p>&quot;Ch&ouml;dr&ouml;n has an engaging tone, and her reading is sprinkled with jokes and asides that will put listeners at ease. . . . A great entry point to Ch&ouml;dr&ouml;n&#39;s work. &quot;&mdash;<i>Publishers Weekly</i></p>",,10/18/2013,OUT OF STOCK: Available for back-order.,,3073,,20,20131018,Giving Our Best,A Retreat with Pema Chodron on Practicing the Way of the Bodhisattva,,,Block after Info Column,,,22.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Giving%20Our%20Best_Sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781611801613-2_1.png,,2016-09-02 16:30:14,giving-our-best,giving-our-best-3176.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611801613_1.png,,1,0
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611801613-2_1.png,,2,0
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611801545,,Default,downloadable,Best Sellers,Shambhala Catalog,base,,,,2013-10-08 10:11:56,,,,,"<p>Loving is a skill that can be learned. Acquire this most profound skill from best-selling author David Richo in this online course based on his book <i>How to Be an Adult in Love: Letting Love in Safely and Showing It Recklessly</i>. It&rsquo;s a great way to study the book in depth&mdash;and to interact in real time with the author himself. Richo uses wisdom from psychology, Buddhism, and a range of other spiritual traditions to show how we can learn first to love ourselves, then to love in relationships, and finally to offer love universally.  </p><p>Participants will receive:   <br>  <ul>   <li>A specially annotated eBook edition of <i>How to Be an Adult in Love</i></li>   <li>Five course lessons (each including video talks from David Richo, readings, and practices covering the material in two of the book&#39;s chapters) over a five-week period, beginning on November 11</li>   <li>Two hour-long live video chats with David Richo (8:00 to 9:00 p.m. EDT on 11/26 and 12/10), which will also be made available as recordings </li>   <li>The opportunity to participate in facilitated discussion forums</li>   <li>Unlimited access to the course for six months</li> </ul></p>",,,1,/d/a/davidricho1_2.png,,,,,,,,,Use config,Use config,How to Be an Adult in Love,,,The enrollment for this course is full. ,Yes,,Available,,SELF-HELP / Personal Growth / General,Richo|,"<dt>By</dt><dd>David Richo</dd>
",<li>David Richo</li>,,,,,9781611801545,,,,,,Online Course,,,,Shambhala Publications,,,11/11/2013,OUT OF STOCK: Available for back-order.,,3074,,20,20131111,How to Be an Adult in Love,An Interactive Online Course,,,Block after Info Column,,,79.95,0,,,"<p><iframe src=""//player.vimeo.com/video/76555459"" width=""500"" height=""281"" frameborder=""0"" webkitallowfullscreen mozallowfullscreen allowfullscreen></iframe></p>
<p><strong>Note</strong>: Additional discounts do not apply. This course is hosted by Instructure.com's Canvas, an online educational system. Once you purchase the course here on our site, you will receive an e-mail from Instructure.com with a link to log in to the course.&nbsp;</p>",,,,no_selection,,,,,1,,,0,/d/a/davidricho1_1_1.png,,2016-09-02 16:30:14,how-to-be-an-adult-in-love,how-to-be-an-adult-in-love-3177.html,4,,,,,,,,,,,,230,0,1,0,0,0,1,1,1,0,1,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/d/a/davidricho1_2.png,,1,0
,,,,Authors/O-T/David Richo,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/d/a/davidricho1_1_1.png,,2,0
,,,,Courses,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
